"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_08","septembre","valley","fast-stream","Summer","M","N-7","F0642","Hoplias_malabaricus",0.58,0.17,0.34,0.79,0.58,0.11,0,0.07,0.51,0.47,0,0.27,0.6,0.19,0,0.06,0.91,0.81,0,0,0.93,0.63,0.13,0.86,0,0.34,0.72,0,0,0,0.61,0,0.12,0.57,0,0.37,0,0,0.99,0,0,0.43,0.13,0,0,0,0.27,0.66,0.99,0,0,0,0.14,0,0,0.47,0.75,0,0.17,0
"Area_07","mars","montain","sky","Spring","M","I-2","F0643","Astyanax_fasciatus",0.22,0.26,0.24,0.95,0,0.4,0.31,0,0.47,0,0.69,0,0.83,0,0.57,0,0.39,0,0.47,0.62,0.33,0.1,0,0.21,0.2,0.9,0,0,0.74,0.27,0.81,0.59,0.33,0,0.41,0.17,0,0,0,0,0.62,0.95,0,0.02,0.04,0.35,0.44,0.99,0.89,0,0.78,0,0,0.08,0,0,0.95,0,0.4,0.7
"Area_04","fevrier","plains","slow-stream","Spring","F","M-6","F0644","Geophagus_brasiliensis",0.97,0,0,0.55,0.96,0.22,0,0.4,0,0.81,0.83,0,0.89,0.57,0.81,0.46,0.92,0.02,0,0.16,0.65,0.78,0.85,0,0,0.22,0,0,0.67,0.95,0.33,0.43,0.33,0.87,0,0.61,0.01,0.92,0.51,0.92,0.2,0.14,0.47,0.66,0.92,0.13,0,0,0.56,0.65,0.51,0.82,0,0.41,0.85,0.34,0.01,0,0.74,0.81
"Area_08","decembre","pothole","fast-stream","Autumn","F","I-2","F0645","Hoplias_malabaricus",0.76,0,0.76,0.61,0.78,0.43,0.44,0.81,0.32,0.8,0.61,0.03,0.02,0.44,0,0,0,0.51,0.75,0,0.12,0.97,0.65,0.48,0.87,0.47,0,0.76,0,0,0.75,0.52,0,0.8,0.36,0.44,0.44,0.65,0,0.12,0,0.31,0.19,0.68,0.93,0.39,0.99,0,0.54,0.04,0,0,0.34,0.25,0.6,0,0.65,0.19,0,0
"Area_01","janvier","plains","marine","Autumn","F","N-7","F0646","Geophagus_brasiliensis",0.02,0.26,0,0.01,0,0,0,0,0.28,1,0.19,0,0,0.34,0.55,0.57,0.91,0.34,0.88,0,0.67,0.16,0.75,0,0.19,0,0,0.74,0.14,0.27,0.11,0.1,0,0.83,0.25,0.02,0,0,0,0.59,0.17,0.19,0,0.72,0.72,0.91,0.1,0.16,0.27,0.58,0.4,0.8,0.74,0,0,0.67,0.27,0.39,0.58,0
"Area_03","septembre","valley","river","Autumn","M","L-5","F0647","Pimelodus_maculatus",0.66,0,0.4,0.78,0.91,0.24,0,0.01,0,0,0.4,0,0.92,0.56,0.42,0.25,0.85,0.17,0.23,0,0.91,0.65,0.43,0.98,0,0.52,0.9,0,0.89,0.24,0,0,0.6,0.26,0.08,0.29,0,0.33,0.06,0.65,0.94,0.47,0.24,0.38,0,0,0,0.27,0,0.12,0,0.47,0.55,0.01,0,0.02,0,0,0.42,0.43
"Area_04","mars","plains","river","Autumn","M","N-7","F0648","Rhamdia_quelen",0.98,0.8,0,0,0.35,0.77,0,0.14,0,0.99,0.4,0,0.8,0.72,0.43,0.69,0.2,0.68,0,0.25,0.99,0,0.79,0,0.42,0,0.81,0,0,0.55,0,0.43,0.92,0,0,0.58,0.42,0.91,0.39,0,0.88,0.03,0.36,1,0.42,0.28,0.46,0.32,0.42,0,0,0.66,0,0.29,0.78,0.05,0,0.32,0.78,0.37
"Area_07","fevrier","montain","marine","Winter","F","N-7","F0649","Geophagus_brasiliensis",0,0.12,0,0,0,0.12,0.15,0.21,0.62,0.33,0,0.45,0.57,0.97,0.52,0.82,0.94,0.55,0.14,0.99,0.32,0.49,0,0.61,0.24,0.5,0,0.83,0,0.44,0.45,0.17,0.64,0.98,0,0.89,0.72,0.64,0.3,0.67,0,0.42,0.74,0,0.77,0.74,0.13,0,0.78,0,0.65,0,0,0.5,0,0,0.68,0.45,0.29,0
"Area_04","septembre","montain","estuary","Winter","F","L-5","F0650","Geophagus_brasiliensis",0.02,0,0.82,0.15,0.98,0,0.79,0,0,0.94,0.99,0.04,0.07,0.22,0,0.61,0.31,0.18,0.18,0.17,0,0,0,0,0,0,0.91,0.52,0.59,0,0.79,0,0.16,0.26,0.87,0.73,0.01,0.52,0.56,0.69,0,0,0.38,0,0.23,0.42,0,0.02,0.86,0.34,0.91,0.3,0.37,0,0,0.46,0,0.37,0.37,0.7
"Area_01","octobre","pothole","lake","Winter","F","N-7","F0651","Leporinus_friderici",0,0.09,0.84,0,0.48,0.06,0,0.11,0.37,0.27,0,0.58,0,0.39,0.42,0.65,0.21,0,0.95,0.75,0.23,0.14,0.55,0,0,0.17,0.17,0,0,0,0,0,0.3,0.75,0,0.78,0,0.82,0,0,0,0,0.8,0.37,0.04,0,0,0,0.8,0.6,0.41,0.32,0.64,0.18,0.82,0,0,0.62,0.05,0.39
"Area_05","novembre","plains","sky","Winter","M","H-1","F0652","Leporinus_friderici",0.87,0.42,0.66,0.52,0.1,0,0.07,0.51,0.04,0,0.32,0,0,0.27,0,0.71,0,0.51,0.59,0.96,0.89,0,0.32,0.05,0.98,0,0.58,0.31,0.56,0.85,0.29,0.71,0,0.11,0,0.75,0.55,0,0.05,0.57,0,0,0,0,0.88,0.64,0.63,0,0.09,0.03,0,0,0.18,0.62,0.78,0.7,0.25,0,0.05,0.18
"Area_03","octobre","valley","fast-stream","Summer","F","M-6","F0653","Pimelodus_maculatus",0.47,0.62,0.62,0.53,0,0,0.66,0.04,0.24,0,0.71,0.28,0.14,0.72,0.62,0.89,0.18,0.25,0,0.17,0.44,0,0.47,0.05,0,0.23,0.1,0,0.29,0.78,0.49,0.29,0.94,0.26,0.15,0.65,0.51,0.37,0,0.2,0,0.16,0.28,0.46,0.76,0,0,0.23,0.95,0.04,0.42,0,0,0.56,0.46,0,0,0,0.67,0
"Area_07","juin","montain","estuary","Spring","F","J-3","F0654","Rhamdia_quelen",0,0,0.46,0,0.66,0,0,0,0.1,0,0.35,0,0,0.06,0.03,0.03,0.88,0.03,0,0,0.4,0,0.69,0.97,0.24,0,0.23,0.82,0,0.72,0,0.53,0.06,0.36,0.06,0.81,0,0.79,0,0.07,0.36,0.41,0.97,0.27,0.52,0.66,0,0,0.21,0.22,0.62,0.74,0.7,0.08,0.5,0.77,0,0.44,0.32,0.25
"Area_04","juin","montain","estuary","Summer","F","K-4","F0655","Geophagus_brasiliensis",0.9,0,0,0,0.47,0.82,0,0,0.09,0.4,0.57,0.51,0.26,0.74,0.72,0.79,0,0,0,0.15,0.35,0.68,0.92,0,1,0.19,0,0.33,0.59,0,0,0.96,0.02,0,0.1,0.78,0,0.75,0.97,0.64,0.05,0,0.48,0,0,0.21,0,0,0.51,0.04,0.81,0.39,0.86,0,0.12,0.31,0.79,0.31,0,0
"Area_02","aout","montain","fast-stream","Spring","M","J-3","F0656","Geophagus_brasiliensis",0,0.64,0.2,0.68,0.63,0.05,0.15,0.65,0.11,0,0.69,0,0.72,0.05,0,0.39,0,0.63,0.38,0.83,0.76,0.39,0.42,0.02,0.59,0.18,0,0,0.27,0,0.61,0,0.88,0.85,0.44,0.78,0,0,0.37,0,0.05,0,0.53,0.23,0,0.19,0.33,0.91,0.15,0.2,0.05,0,0,0.88,0.25,0.26,0,0.85,0.85,0
"Area_06","decembre","pothole","marine","Spring","F","J-3","F0657","Astyanax_fasciatus",0.97,0,0.17,0,0.75,0.47,1,0.03,0.66,0,0.34,0.66,0.77,0.09,0,0.12,0,0,0.41,0,0,0,0.5,0,0.66,0.43,0.57,0.46,0.48,0,0.26,0.75,0,0,0.94,0.33,0.75,0.83,0.66,0.65,0.82,0.54,0.36,0.07,0.71,0.16,0.95,0.25,0,0,0,0.99,0,0,0,0.12,0.34,0.44,0,0
"Area_08","avril","pothole","river","Summer","F","L-5","F0658","Leporinus_friderici",0,0.75,0,0,0.86,0,0.97,0.21,0,0.85,0.72,0.03,0,0.21,0.18,0.98,0.26,0,0,0.06,0,0,0,0.34,0.48,0,0.58,0,0.36,0,0,0.47,0.5,0,0.2,0,0,0.38,0.03,0,0,0,0,0,0,0,0.51,0,0,0,0.86,0,0,0,1,0,0.12,0.87,0.43,0.63
"Area_07","fevrier","montain","slow-stream","Autumn","F","N-7","F0659","Rhamdia_quelen",0.94,0,0.26,0.86,0,0.71,0.48,0,0.73,0.42,0.4,1,0,0.96,0.27,0.71,0,0,0.87,0,0,0.42,0,0.68,0,0.87,0,0.77,0.16,0.8,0.41,0.97,0.73,0.41,0.55,0,0.53,0.51,0.55,0,0,0.81,0.56,0.3,0,0.58,0,0,0.66,0,0,0.77,0,0,0,0.04,0.63,0,0.67,0
"Area_06","janvier","pothole","slow-stream","Autumn","F","K-4","F0660","Geophagus_brasiliensis",0,0,0,0,0,0.07,0,0.31,0,0,0,0,0,0.76,0,0,0,0.13,0.62,0.67,0.93,0,0.46,0.81,0,0.01,0.43,0,0,0.86,0,0,0,0.04,0,0.11,0,0.76,0.68,0,0.63,0.05,0.78,0.85,0,0.94,0.92,0.87,0.92,0.61,0.87,0,0.4,0.11,0.44,0,0,0,0.93,0.7
"Area_07","fevrier","montain","river","Autumn","F","H-1","F0661","Hoplias_malabaricus",0.65,0,0.98,0,0.96,0.43,0,0,0,0.5,0,0.96,0.75,0.41,0.14,0,0,0,0.1,0.51,0.78,0.75,0.79,0.75,0.38,0.85,0,0,0.74,0,0.6,0.07,0,0.55,0.18,0,0.27,0.32,0.79,0.35,0.67,0,0.9,0.07,0.96,0.15,0,0.14,0,0.07,0.72,0.63,0.86,0.41,0,0.29,0,0,0.41,0.24
"Area_03","juillet","montain","sky","Spring","F","L-5","F0662","Pimelodus_maculatus",0.57,0.93,0.37,0.32,0,0.87,0,0,0.7,0,0.12,0.67,0.93,0.82,0,0.1,0,0.84,0.89,0.96,0,0.51,0,0.73,0,0.86,0.58,0.39,0.66,0,0.52,0.75,0.36,0.95,0.48,0.55,0.3,0.72,0.79,0.11,0,0.2,0.23,0.17,0,0.61,0.15,0.75,0.6,0.66,0.45,0.59,0.23,0.8,0.87,0.56,0.99,0.23,0.81,0.18
"Area_02","novembre","valley","lake","Spring","F","H-1","F0663","Prochilodus_lineatus",0,0.46,0.54,0,0,0.5,0,0.53,0.93,0,0.4,0.12,0,0.45,0,0.88,0.47,0,0,0.63,0.47,0,0,0.44,0.83,0.64,0,0.82,0,0,0.85,0.37,0.35,0,0.44,0.19,0.94,0,0.21,0.22,0.92,0.1,0,0.79,0.89,0.47,0,0.7,0,0.63,0.63,0,0.03,0.44,0.12,0.72,0.15,0.79,0.68,0
"Area_03","juillet","montain","marine","Autumn","F","K-4","F0664","Prochilodus_lineatus",0.6,0.18,0.96,0.55,0,0.46,0.25,0,0.46,0,0.26,0.46,0.96,0.53,0.81,0.61,0,0,0.44,0,0.68,0,0,0.81,0.88,0,0.28,0,0,0,0.67,0,0.78,0.09,0.76,0.95,0,0,0,0.88,0.9,0.06,0.53,0.44,0.67,0.38,0.08,0,0,0.88,0,0.72,0.37,0,0.33,0,0.46,0,0.8,0.25
"Area_03","avril","plains","fast-stream","Winter","F","N-7","F0665","Astyanax_fasciatus",0.23,0,0.99,0.3,0.27,0.65,0,0,0,0.73,0,0.24,0.49,0.92,0.27,0.76,0.47,0.42,0,0.14,0,0.54,0.21,0.19,0.02,0.42,0.66,0.18,0.38,0,0,0.96,0.49,0.74,0.82,0,0,0.31,0.32,0.77,0.53,0,0,0.98,0,0.76,0,0,0.45,0,0.02,0,0.46,0.31,0,0,0,0.02,0,0
"Area_01","mai","pothole","sky","Spring","M","L-5","F0666","Cichla_ocellaris",0.91,0.68,0.95,0.26,0.1,0.53,0.99,0.43,0.72,0.31,0,0,0,0,0,0,0,0.77,0.88,0.89,0,0.36,0.91,0,0.72,0,0.88,0.08,0.85,0,0.94,0,0.96,0,0,0.97,0.98,0,0.4,0.36,0.89,0,0,0.5,0.09,0.71,0.3,0.83,0.11,0,0,0,0.93,0.32,0.02,0.27,0,0.64,0,0.38
"Area_07","novembre","valley","fast-stream","Winter","F","K-4","F0667","Geophagus_brasiliensis",0.95,0,0,0,0.63,0,0.01,0.5,0.94,0.58,0,0,0,0,0.68,0,0.03,0.55,0,0,0.95,0.29,0.68,0,0.52,0,0,0,0.61,0.45,0,0.74,0,0.18,0.11,0,0,0.26,0.65,0,0,0.65,0.87,0.86,0.14,0,0.38,0,0,0.16,0.98,0,0,0.9,0.53,0,0,0,0.72,0.82
"Area_05","novembre","valley","river","Autumn","M","H-1","F0668","Leporinus_friderici",0.59,0,0,0,0.88,0,0.23,0.02,0,0.16,0.1,0.89,0.88,0.94,0,0,0.78,0.6,0.31,0,0,0,0.31,0.78,0,0.28,0.66,0,0.42,0.33,0.61,0.21,0,0,0.96,0.58,0.46,0.97,0.97,0.32,0,0.44,0.41,0.14,0.6,0,0,0.86,0.03,0.63,0.61,0,0.74,0.78,0,0.92,0,0,0,0.33
"Area_06","octobre","valley","slow-stream","Spring","F","M-6","F0669","Pimelodus_maculatus",0.45,0,0,0,0.79,0,0.43,0,0,0.66,0,0.09,0,0.69,0.63,0.57,0,0.32,0.53,0.22,0.46,0,0.25,0,0.92,0,0.24,0,0.37,0,0.87,0,0.76,0.99,0.09,0.68,0,0,0.78,0.75,0,0.97,0.8,0,0.3,0.63,0,0,0,0.8,0,0.92,0.7,0.61,0.47,0,0.33,0.24,0.37,0.97
"Area_04","novembre","pothole","sky","Autumn","M","H-1","F0670","Astyanax_fasciatus",0.03,0.2,0.5,0,0.5,0.09,0.81,0.46,0,0,0,0,0.78,0.33,0.48,0.14,0.45,0.81,0.17,0,0.58,0.08,0.79,0.49,0,0,0.39,0.29,0.19,0.2,0.57,0.76,0.21,0,0,0,0.75,0.17,0,0,0.32,0,0.82,0,0,0,0,0.87,0.81,0.98,0.36,0,0,0.63,0.66,0.84,0,0.94,0.33,0.08
"Area_04","decembre","plains","sky","Autumn","M","N-7","F0671","Rhamdia_quelen",0,0.68,0.47,0.28,0.54,0,0.89,0.44,0.22,0,0.51,0,0.69,0.36,0,0.33,0.49,0.13,0.45,0.13,0.92,0.83,0.56,0,0,0.24,0.68,0.27,0.49,0.4,0,0.37,0.4,0.17,0,0,0.32,0.3,0,0,0.23,0.86,0.35,0.59,0,0.58,0.03,0.3,0.55,0,0.81,0,0.22,0.99,0.75,0.77,0.87,0.1,0.74,0
"Area_05","janvier","pothole","estuary","Autumn","M","L-5","F0672","Hoplias_malabaricus",0.66,0.3,0.39,0.1,0.28,0,0.3,0.78,0.21,0,0,0.81,0,0.83,0,0.86,0.96,0,0.96,0,0,0.52,0.75,0.88,0,0.02,0,0,0.87,0,0,0,0.86,0.33,0.14,0.17,0,0,0,0,0.63,0,0.51,0.05,0.73,0,0.97,0,0.73,0.52,0.09,0.11,0,0.3,0,0,0.64,0.66,0.34,0.6
"Area_07","novembre","plains","marine","Summer","F","L-5","F0673","Cichla_ocellaris",0,0.76,0,0.51,0.88,0.98,0.12,0.17,0.15,0.77,0.92,0.26,0.62,0.18,0.73,0.02,0,0.74,0.18,0.91,0.88,0,0.23,0.63,0.03,0.96,0.38,0.79,0.2,0.12,0,0.13,0.11,0,0.04,0,0.76,0.46,0.14,0,0.79,0.38,0,0,0.75,0,0,0.01,0.91,0,0,0.08,0.68,0.3,0,0.43,0,0.24,0.17,0
"Area_03","octobre","montain","fast-stream","Winter","M","J-3","F0674","Pimelodus_maculatus",0,0,0,0,0.82,0.77,0.06,0.36,0,0.16,0.76,0,0,0.54,0,0,0.64,0,0,0.85,0,0,0,0.21,0.58,0,0,0,0,0.21,0.56,0.3,0.77,0,0.35,0,0,0.28,0,0.3,0,0,0.11,0.22,0.74,0,0.01,0.09,0,0.33,0.5,0.35,0,1,0,0,0,0,0.5,0.57
"Area_02","septembre","valley","sky","Autumn","M","K-4","F0675","Hoplias_malabaricus",0.78,0.1,0.02,0.93,0.12,0.79,0.48,0.18,0,0.66,0.98,0.52,0,0,0,0.38,0,0,0.2,0,0.66,0.73,0.36,0.23,0,1,0.78,0.38,0.94,0.97,0,0.46,0,0.75,0.81,0.41,0,0,0.79,0.43,0.52,0.37,0,0.5,0,0,0,0,0,0.79,0,0.56,0.02,0.72,0,0.98,0,0,0.5,0
"Area_08","juillet","plains","estuary","Spring","M","H-1","F0676","Cichla_ocellaris",0,0,0,0.33,0,0.57,0,0.47,0.68,0,0.51,0.87,0.22,0,0.67,0,0.66,0,0.78,0.51,0.03,0.05,0.29,0.32,0.55,0.1,0.62,0,0,0.63,0,0.96,0,0,0.24,0.83,0,0,0.75,0.07,0,0.27,0,0,0,0.57,0,0.71,0.71,0,0.21,0.57,0,0.97,0.22,0.74,0,0.79,0.06,0.8
"Area_04","mai","montain","lake","Winter","F","H-1","F0677","Cichla_ocellaris",0.11,0.72,0,0.63,0.61,0,0.58,0.36,0,0.17,0.15,0.46,0,0,0.76,0,0.3,0,0,0.12,0.13,0,0,0.17,0,0,0,0,0,0,0.47,0.74,0.65,0.02,0.24,0,0,0.66,0.91,0,0.86,0,0,0,0.91,0,0.58,0.6,0,0.47,0.13,0,0,0,0.48,0.35,0.34,0.52,0.02,0.89
"Area_06","decembre","montain","marine","Winter","M","L-5","F0678","Hoplias_malabaricus",0,0.44,0.61,0.68,0.61,0,0,0.42,0.04,0.87,0,0.17,0.97,0,0,0.19,0,0,0.35,0.68,0,0.69,0,0.03,0,0.39,0.31,0.36,0.46,0,0.44,0.94,0,0.06,0.55,0.51,0.27,0,0.53,0,0.79,0.63,0.68,0,0.09,0,0,0.05,0.22,0,0,0.02,0,0,0,0.38,0,0.37,0,0.5
"Area_05","juillet","valley","sky","Summer","F","M-6","F0679","Pimelodus_maculatus",0.29,0.13,0.12,0.74,0.27,0.92,0,0.53,0.76,0.23,0.43,0.07,0.31,0,0.11,0,0.86,0.2,0.23,0,0.71,0.37,0.06,0.44,0,0.82,0.04,0.7,0,0.95,0,0,0.76,0.79,0.12,0,0.47,0.81,0.74,0.25,0,0,0.78,0,0.67,0.7,0,0.07,0,0.86,0.45,0,1,0.63,0,0.38,0,0.64,0.93,0.18
"Area_02","mai","pothole","lake","Autumn","M","H-1","F0680","Hoplias_malabaricus",0,0,0,0.07,0,0.63,0.23,0.66,0.38,0.35,0.89,0,0,0,0,0.37,0.96,0,0.34,0,0.83,0,0,0.83,0,0.29,0,0.12,0.35,0.99,0,0.78,0,0.2,0,0,0.13,0.53,0.1,0.65,0,0.97,0.09,0.74,0,0.87,0.01,0.08,0.45,0.52,0.89,0,0.2,0,0.75,0,0.52,0.7,0.54,0
"Area_07","fevrier","plains","marine","Spring","F","N-7","F0681","Cichla_ocellaris",0.55,0.83,0.68,0.07,0,0.78,0.5,0.62,0.17,0,0.7,0.37,0.94,0,0.26,0.09,0.97,0.67,0.55,0.41,0.77,0,0,0,0,0.9,0,0.34,0.57,0.63,0,0.37,0,0.76,0.04,0,0.93,0,0,0,0.91,0.41,0,0.28,0.84,0.04,0,0,0,0.44,0.21,0,0.52,0,0,0.68,0.51,0.43,0.18,0.99
"Area_03","aout","plains","marine","Summer","F","M-6","F0682","Prochilodus_lineatus",0,0.65,0,0.61,0.69,0.46,0.47,0,0.18,0,0.81,0,0.39,0,0,0.23,0.62,0.09,0.18,0.15,0,0.93,0,0.99,0.73,0.38,0,0.22,0.99,0,0.42,0.27,0,0,0,0.81,0.87,0.99,0.21,0,0.76,0,0.93,0.43,0,0,0.83,0.71,0,0,0.83,0.73,0.75,0,0.22,0,0.47,0.68,0,0.86
"Area_03","juillet","montain","slow-stream","Autumn","M","N-7","F0683","Geophagus_brasiliensis",0.75,0.36,0.64,0.83,0.05,0,0.86,0.51,0,0,0,0,0,0,0,0.25,0,0,0,0.59,0,0.1,0.75,0.88,0,0.12,0.57,0.55,0,0.48,0.07,0,0.28,0.42,0.22,0.58,0.37,0.21,0.41,0,0.73,0,0,0.78,0.74,0,0.03,0,0.89,0.59,0.88,0,0.14,0.75,0,0.07,1,0.75,0,0.31
"Area_06","octobre","montain","fast-stream","Summer","M","I-2","F0684","Rhamdia_quelen",0.08,0,0.17,0.84,1,0.33,0,0.68,0,0.04,0.31,0.93,0,0.72,0.4,0.94,0,0,0,0.53,0.75,0.71,0,0.54,0,0.08,0.28,0.12,0.44,0.58,0.33,0,0,0,0.19,0.66,0.93,0.02,0.75,0.16,0,0,0.15,0.18,0,0.03,0,0.43,0,0.78,0.09,0,0.22,0.18,0.94,0,0,0.93,0.26,0.56
"Area_01","aout","valley","lake","Summer","F","J-3","F0685","Geophagus_brasiliensis",0.77,0.78,0.49,0.29,0.43,0,0,0.12,0,0.86,0.54,0,0,0.08,0,0,0,0.53,0,0.05,0,0,0.77,0.71,0.34,0,0,0,0.36,0.34,0,0.85,0.59,0.96,0,0,0,0,0.23,0.08,0,0,0,0.65,0,0.15,0.18,0.32,0.99,0.14,0.23,0,0,0.08,0.03,0.51,0,0.03,0.15,0.74
"Area_06","septembre","valley","river","Spring","F","H-1","F0686","Rhamdia_quelen",0,0,0.56,0.19,0,0,0.71,0.52,0,0.38,0,0.72,0,0,0.43,0.76,0,0.73,0,0.32,0,0,0,0,0.41,0.3,0,0.52,0.03,0.03,0.19,0.48,0.93,0,0.84,0,0,0.81,0.32,0,0.07,0,0,0.93,0.82,0.59,0,0.58,0,0,0.31,0,0.32,0.58,0.44,0.45,0,0.65,0,0.15
"Area_08","mars","montain","slow-stream","Winter","F","L-5","F0687","Pimelodus_maculatus",0,0.74,0.51,0.51,0.36,0.67,0.82,0.69,0,0.19,0.28,0.01,0,0.02,0.24,0.18,0,0.12,0.11,0,0.77,0.93,0,0.69,0.05,0.42,0.93,0.05,0,0.39,0.88,0.07,0,0.8,0,0.42,0,0.9,0.51,0,0,0,0.84,0.65,0.84,0,0,0.09,0.43,0.65,0,0.03,0,0.5,0.63,0,0,0,0.95,0
"Area_03","juin","plains","marine","Summer","M","I-2","F0688","Hoplias_malabaricus",0.51,0.1,0.68,0.78,0.29,0.38,0,0.9,0.17,0,0.66,0,0,0.44,0,0.27,0.11,0.95,0.82,0.52,0,0.29,0.26,0.54,0.26,0.26,0,0.59,0,0.66,0.72,0.52,0.41,0,0,0,0,0.18,0,0.24,0.21,0.08,0.31,1,0,0.28,0,0.76,0.41,0.96,0,0.01,0.34,0,0.38,0,0.49,0,0.01,0.68
"Area_02","juillet","pothole","lake","Spring","F","K-4","F0689","Astyanax_fasciatus",0,0.55,0.03,0,0.73,0,0,0,0,0.82,0,0.53,0,0.64,0.97,0,0,0,0.03,0,0.37,0,0,0.28,0,0.07,0.48,0.68,0.89,0,0.53,0.52,0.4,0,0,0,0,0.63,0.78,0,0.23,0.47,0.09,0.21,0,0,0.85,0.57,0.83,0.38,0.69,0.54,0.38,0,0,0,0.9,0.35,0.36,0.97
"Area_03","novembre","pothole","lake","Summer","F","K-4","F0690","Prochilodus_lineatus",0.01,0.61,0,0,0.87,0,0.12,0,0.6,0,0.59,0.67,0,0.19,0.89,0.73,0.93,0,0.81,0.74,0,0,0.83,0.59,0,0.79,0,0.83,0.13,0.2,0,0,0.5,0.04,0.6,0,0.47,0.96,0,0.43,0,0.43,0,0,0.7,0.46,0,0.22,0.91,0.09,0,0,0.43,0.16,0,0,0.49,0.51,0.36,0.86
"Area_08","novembre","montain","sky","Spring","M","M-6","F0691","Prochilodus_lineatus",0.28,0.23,0,0,0.79,0.49,0.05,0.21,0.83,0.98,0.62,0.29,0.65,0,0.1,0,0.94,0.68,0.71,0.36,0.14,0.38,0,0.51,0,0.9,0.91,0.77,0.91,0,0,0,0,0,0.68,0.41,0.72,0.87,0.2,0.2,0.12,0.56,0.9,0.4,0,0.36,0.39,0.16,0.56,0.54,0.07,0.78,0,0.62,0,0.06,0,0.71,0,0.52
"Area_03","mars","pothole","marine","Winter","M","N-7","F0692","Hoplias_malabaricus",0.9,0.99,0.36,0.73,0.57,0.63,0.06,0,0.42,0.51,0,0,0,0.27,0.71,0.29,0.13,0,0.36,0.88,0,0,0.66,0,0,0.07,0.37,0.5,0.21,0.26,0.7,0,0,0.39,0.35,0,0.97,0.13,0,0,0,0,0,0.21,0.48,0.7,0.06,0.5,0.59,0,0.81,0.65,0.61,0.99,0.63,0.88,0,0.64,0.7,0
"Area_01","aout","plains","estuary","Spring","F","H-1","F0693","Astyanax_fasciatus",0.62,0.95,0,0.14,0.97,0.8,0,0.55,0.44,0.88,0.62,0.29,0,0.65,0.5,0,0.72,0,0,0.4,0.34,0.35,0.79,0,0,0,0.92,0.08,0.99,0.53,0.59,0.78,0.64,0.35,0.97,0,0.83,0,0.83,0.91,0,0.68,0,0.98,0.86,0.62,0,0,0.82,0,0.51,0,0.57,0.37,0.66,0,0,0.3,0,0.7
"Area_06","decembre","pothole","marine","Summer","F","M-6","F0694","Prochilodus_lineatus",0.27,0,0.72,0,0.68,0.59,0.57,0.61,0,0.04,0.87,0,0,0.27,0,0.38,0.81,0.1,0.98,0,0.89,0,0.07,0,0.11,0.71,0,0,0.03,0,0.31,0.04,0,0,0,0.18,0.62,0,0.2,0,0,0,0,0,0.62,0.02,0.68,0,0,0,0.36,0.6,0,0.33,0.58,0,0.02,0.58,0.1,0
"Area_02","novembre","montain","slow-stream","Summer","M","J-3","F0695","Cichla_ocellaris",0.55,0.88,0.08,0.28,0.62,0.95,0.9,0,0.29,0.37,0,0,0,0,0.89,0.9,0.09,0.24,0.92,0.94,0.99,0,0,0.22,0.51,0.17,0.06,0.27,0.07,0.75,0,0.69,0,0.79,0.21,0.57,0.04,0.66,0.28,0.52,0.35,0.67,0.52,0.28,0.45,0,0,0.9,0.13,0.05,0.17,0,0,0,0,0,0,0.63,0.49,0
"Area_02","novembre","valley","estuary","Autumn","F","M-6","F0696","Rhamdia_quelen",0.51,0.3,0,0,0,0,0.68,0.37,0,0,0,0.96,0.53,0.38,0.89,0.3,0.88,0,0,0.71,0,0.39,0.19,0.36,0,0.55,0.51,0.09,0,0.15,0,0.7,0,0.47,0.99,0.85,0.33,0.44,0.23,0.48,0.49,0,0,0.06,0,0.21,0.68,0.07,0.97,0.05,0.57,0,0.14,0.36,0,0,0.65,0.38,0.92,0.02
"Area_08","janvier","valley","fast-stream","Autumn","F","L-5","F0697","Prochilodus_lineatus",0,0.82,0.3,0,0.6,0.04,0,0.24,0,0.93,0,0.49,0,0,0.94,0,0,0.97,0.28,0,0.06,0.83,0.8,0,0,0,0.39,0.57,0.04,0.77,0.94,0.11,0.52,0.1,0.21,0.17,0.7,0.16,0.89,0.08,0.11,0.42,0.54,0,0.53,0.23,0,0.74,0.46,0.74,0.89,0,0,0.33,0,0,0.01,0.3,0,0
"Area_08","septembre","pothole","lake","Spring","M","K-4","F0698","Geophagus_brasiliensis",0.89,0.92,0.8,0.63,0.36,0.43,0.35,0.97,0.36,0.6,0.68,0,0.02,0,0.16,0,0.57,0,0,0,0.97,0.12,0,0,0.11,0.16,0.6,0.91,0.72,0.65,0,0,0.88,0.8,0,0.77,0,0.61,0.11,0,0.37,0.19,0.82,0.31,0.2,0.55,0.4,0.6,0,0,0,0,0,0,0,0,0.04,0.16,0.95,0
